"Country","Year","Sector","Value"
"Netherlands",2013,"Entertainment, recreation",4.3
"Netherlands",2014,"Entertainment, recreation",4.3
"Netherlands",2015,"Entertainment, recreation",4.2
"Netherlands",2016,"Entertainment, recreation",4.2
"Poland",2000,"Entertainment, recreation",2.6
"Poland",2001,"Entertainment, recreation",2.4
"Poland",2002,"Entertainment, recreation",2.6
"Poland",2003,"Entertainment, recreation",2.8
"Poland",2004,"Entertainment, recreation",2.7
"Poland",2005,"Entertainment, recreation",2.7
"Poland",2006,"Entertainment, recreation",3
"Poland",2007,"Entertainment, recreation",2.8
"Poland",2008,"Entertainment, recreation",2.8
"Poland",2009,"Entertainment, recreation",2.9
"Poland",2010,"Entertainment, recreation",3
"Poland",2011,"Entertainment, recreation",2.9
"Poland",2012,"Entertainment, recreation",2.9
"Poland",2013,"Entertainment, recreation",3
"Poland",2014,"Entertainment, recreation",3
"Poland",2015,"Entertainment, recreation",3
"Poland",2016,"Entertainment, recreation",3.4
"Portugal",1995,"Entertainment, recreation",4.8
"Portugal",1996,"Entertainment, recreation",5
"Portugal",1997,"Entertainment, recreation",5.2
"Portugal",1998,"Entertainment, recreation",5.1
"Portugal",1999,"Entertainment, recreation",5.1
"Portugal",2000,"Entertainment, recreation",5
"Portugal",2001,"Entertainment, recreation",4.9
"Portugal",2002,"Entertainment, recreation",5
"Portugal",2003,"Entertainment, recreation",5.1
"Portugal",2004,"Entertainment, recreation",5.1
"Portugal",2005,"Entertainment, recreation",5.3
"Portugal",2006,"Entertainment, recreation",5.3
"Portugal",2007,"Entertainment, recreation",5.5
"Portugal",2008,"Entertainment, recreation",5.7
"Portugal",2009,"Entertainment, recreation",5.8
"Portugal",2010,"Entertainment, recreation",5.8
"Portugal",2011,"Entertainment, recreation",5.9
"Portugal",2012,"Entertainment, recreation",6
"Portugal",2013,"Entertainment, recreation",6
"Portugal",2014,"Entertainment, recreation",6
"Portugal",2015,"Entertainment, recreation",6
"Portugal",2016,"Entertainment, recreation",5.9
"Romania",1995,"Entertainment, recreation",2.4
"Romania",1996,"Entertainment, recreation",2.4
"Romania",1997,"Entertainment, recreation",2.4
"Romania",1998,"Entertainment, recreation",2.4
"Romania",1999,"Entertainment, recreation",2.3
"Romania",2000,"Entertainment, recreation",2.3
"Romania",2001,"Entertainment, recreation",2.3
"Romania",2002,"Entertainment, recreation",2.5
"Romania",2003,"Entertainment, recreation",2.5
"Romania",2004,"Entertainment, recreation",2.6
"Romania",2005,"Entertainment, recreation",2.7
"Romania",2006,"Entertainment, recreation",2.7
"Romania",2007,"Entertainment, recreation",2.8
"Romania",2008,"Entertainment, recreation",2.7
"Romania",2009,"Entertainment, recreation",2.7
"Romania",2010,"Entertainment, recreation",2.6
"Romania",2011,"Entertainment, recreation",2.8
"Romania",2012,"Entertainment, recreation",2.5
"Romania",2013,"Entertainment, recreation",2.5
"Romania",2014,"Entertainment, recreation",2.6
"Romania",2015,"Entertainment, recreation",2.9
"Slovakia",1995,"Entertainment, recreation",2.7
"Slovakia",1996,"Entertainment, recreation",2.2
"Slovakia",1997,"Entertainment, recreation",2.3
"Slovakia",1998,"Entertainment, recreation",2.3
"Slovakia",1999,"Entertainment, recreation",2.5
"Slovakia",2000,"Entertainment, recreation",2.5
"Slovakia",2001,"Entertainment, recreation",2.5
"Slovakia",2002,"Entertainment, recreation",2.6
"Slovakia",2003,"Entertainment, recreation",2.5
"Slovakia",2004,"Entertainment, recreation",2.9
"Slovakia",2005,"Entertainment, recreation",2.7
"Slovakia",2006,"Entertainment, recreation",2.6
"Slovakia",2007,"Entertainment, recreation",2.4
"Slovakia",2008,"Entertainment, recreation",2.4
"Slovakia",2009,"Entertainment, recreation",2.7
"Slovakia",2010,"Entertainment, recreation",2.7
"Slovakia",2011,"Entertainment, recreation",2.7
"Slovakia",2012,"Entertainment, recreation",2.7
"Slovakia",2013,"Entertainment, recreation",2.7
"Slovakia",2014,"Entertainment, recreation",2.8
"Slovakia",2015,"Entertainment, recreation",2.8
"Slovakia",2016,"Entertainment, recreation",2.8
"Slovenia",1995,"Entertainment, recreation",3
"Slovenia",1996,"Entertainment, recreation",3.1
"Slovenia",1997,"Entertainment, recreation",3.1
"Slovenia",1998,"Entertainment, recreation",3.2
"Slovenia",1999,"Entertainment, recreation",3.8
"Slovenia",2000,"Entertainment, recreation",3.2
"Slovenia",2001,"Entertainment, recreation",3.2
"Slovenia",2002,"Entertainment, recreation",3.1
"Slovenia",2003,"Entertainment, recreation",3.1
"Slovenia",2004,"Entertainment, recreation",3.1
"Slovenia",2005,"Entertainment, recreation",3.1
"Slovenia",2006,"Entertainment, recreation",3.1
"Slovenia",2007,"Entertainment, recreation",3.1
"Slovenia",2008,"Entertainment, recreation",3.2
"Slovenia",2009,"Entertainment, recreation",3.3
"Slovenia",2010,"Entertainment, recreation",3.4
"Slovenia",2011,"Entertainment, recreation",3.4
"Slovenia",2012,"Entertainment, recreation",3.5
"Slovenia",2013,"Entertainment, recreation",3.7
"Slovenia",2014,"Entertainment, recreation",3.8
"Slovenia",2015,"Entertainment, recreation",3.9
"Slovenia",2016,"Entertainment, recreation",3.9
"Spain",1995,"Entertainment, recreation",8.3
"Spain",1996,"Entertainment, recreation",8.2
"Spain",1997,"Entertainment, recreation",8
"Spain",1998,"Entertainment, recreation",8
"Spain",1999,"Entertainment, recreation",8.1
"Spain",2000,"Entertainment, recreation",7.9
"Spain",2001,"Entertainment, recreation",7.8
"Spain",2002,"Entertainment, recreation",7.9
"Spain",2003,"Entertainment, recreation",7.9
"Spain",2004,"Entertainment, recreation",7.9
"Spain",2005,"Entertainment, recreation",8
"Spain",2006,"Entertainment, recreation",8.1
"Spain",2007,"Entertainment, recreation",8
"Spain",2008,"Entertainment, recreation",8
"Spain",2009,"Entertainment, recreation",8.5
"Spain",2010,"Entertainment, recreation",8.6
"Spain",2011,"Entertainment, recreation",8.6
"Spain",2012,"Entertainment, recreation",9
"Spain",2013,"Entertainment, recreation",9.3
"Spain",2014,"Entertainment, recreation",9.2
"Spain",2015,"Entertainment, recreation",9.1
"Spain",2016,"Entertainment, recreation",9
"Sweden",1993,"Entertainment, recreation",3.9
"Sweden",1994,"Entertainment, recreation",4
"Sweden",1995,"Entertainment, recreation",4
"Sweden",1996,"Entertainment, recreation",4
"Sweden",1997,"Entertainment, recreation",4.1
"Sweden",1998,"Entertainment, recreation",4.2
"Sweden",1999,"Entertainment, recreation",4.1
"Sweden",2000,"Entertainment, recreation",4.5
"Sweden",2001,"Entertainment, recreation",4.5
"Sweden",2002,"Entertainment, recreation",4.6
"Sweden",2003,"Entertainment, recreation",4.5
"Sweden",2004,"Entertainment, recreation",4.6
"Sweden",2005,"Entertainment, recreation",4.6
"Sweden",2006,"Entertainment, recreation",4.7
"Sweden",2007,"Entertainment, recreation",4.6
"Sweden",2008,"Entertainment, recreation",4.5
"Sweden",2009,"Entertainment, recreation",4.6
"Sweden",2010,"Entertainment, recreation",4.7
"Sweden",2011,"Entertainment, recreation",4.5
"Sweden",2012,"Entertainment, recreation",4.6
"Sweden",2013,"Entertainment, recreation",4.7
"Sweden",2014,"Entertainment, recreation",4.8
"Sweden",2015,"Entertainment, recreation",4.7
"Sweden",2016,"Entertainment, recreation",4.6
"United Kingdom",1995,"Entertainment, recreation",5.1
"United Kingdom",1996,"Entertainment, recreation",5.1
"United Kingdom",1997,"Entertainment, recreation",5.1
"United Kingdom",1998,"Entertainment, recreation",4.9
"United Kingdom",1999,"Entertainment, recreation",5.1
"United Kingdom",2000,"Entertainment, recreation",5.3
"United Kingdom",2001,"Entertainment, recreation",5.3
"United Kingdom",2002,"Entertainment, recreation",5.4
"United Kingdom",2003,"Entertainment, recreation",5.5
"United Kingdom",2004,"Entertainment, recreation",5.5
"United Kingdom",2005,"Entertainment, recreation",5.5
"United Kingdom",2006,"Entertainment, recreation",5.6
"United Kingdom",2007,"Entertainment, recreation",5.5
"United Kingdom",2008,"Entertainment, recreation",5.6
"United Kingdom",2009,"Entertainment, recreation",5.3
"United Kingdom",2010,"Entertainment, recreation",5.3
"United Kingdom",2011,"Entertainment, recreation",5.4
"United Kingdom",2012,"Entertainment, recreation",5.3
"United Kingdom",2013,"Entertainment, recreation",5.4
"United Kingdom",2014,"Entertainment, recreation",5.6
"United Kingdom",2015,"Entertainment, recreation",5.6
"United Kingdom",2016,"Entertainment, recreation",5.6
"Austria",1995,"Finance, insurance",3.5
"Austria",1996,"Finance, insurance",3.4
"Austria",1997,"Finance, insurance",3.4
"Austria",1998,"Finance, insurance",3.4
"Austria",1999,"Finance, insurance",3.4
"Austria",2000,"Finance, insurance",3.3
"Austria",2001,"Finance, insurance",3.3
"Austria",2002,"Finance, insurance",3.3
"Austria",2003,"Finance, insurance",3.3
"Austria",2004,"Finance, insurance",3.3
"Austria",2005,"Finance, insurance",3.3
"Austria",2006,"Finance, insurance",3.4
"Austria",2007,"Finance, insurance",3.4
"Austria",2008,"Finance, insurance",3.4
"Austria",2009,"Finance, insurance",3.4
"Austria",2010,"Finance, insurance",3.3
"Austria",2011,"Finance, insurance",3.2
"Austria",2012,"Finance, insurance",3.2
"Austria",2013,"Finance, insurance",3.1
"Austria",2014,"Finance, insurance",3
"Austria",2015,"Finance, insurance",3
"Austria",2016,"Finance, insurance",3
"Belgium",1995,"Finance, insurance",3.7
"Belgium",1996,"Finance, insurance",3.7
"Belgium",1997,"Finance, insurance",3.6
"Belgium",1998,"Finance, insurance",3.6
"Belgium",1999,"Finance, insurance",3.5
"Belgium",2000,"Finance, insurance",3.5
"Belgium",2001,"Finance, insurance",3.5
"Belgium",2002,"Finance, insurance",3.4
"Belgium",2003,"Finance, insurance",3.4
"Belgium",2004,"Finance, insurance",3.3
"Belgium",2005,"Finance, insurance",3.2
"Belgium",2006,"Finance, insurance",3.1
"Belgium",2007,"Finance, insurance",3.1
"Belgium",2008,"Finance, insurance",3
"Belgium",2009,"Finance, insurance",3
"Belgium",2010,"Finance, insurance",2.9
"Belgium",2011,"Finance, insurance",2.9
"Belgium",2012,"Finance, insurance",2.8
"Belgium",2013,"Finance, insurance",2.8
"Belgium",2014,"Finance, insurance",2.8
"Belgium",2015,"Finance, insurance",2.7
"Belgium",2016,"Finance, insurance",2.7
"Bulgaria",1995,"Finance, insurance",0.8
"Bulgaria",1996,"Finance, insurance",0.8
"Bulgaria",1997,"Finance, insurance",0.7
"Bulgaria",1998,"Finance, insurance",0.7
"Bulgaria",1999,"Finance, insurance",0.9
"Bulgaria",2000,"Finance, insurance",1.1
"Bulgaria",2001,"Finance, insurance",1.2
"Bulgaria",2002,"Finance, insurance",1.1
"Bulgaria",2003,"Finance, insurance",1
"Bulgaria",2004,"Finance, insurance",1.1
"Bulgaria",2005,"Finance, insurance",1.2
"Bulgaria",2006,"Finance, insurance",1.2
"Bulgaria",2007,"Finance, insurance",1.4
"Bulgaria",2008,"Finance, insurance",1.4
"Bulgaria",2009,"Finance, insurance",1.6
"Bulgaria",2010,"Finance, insurance",1.7
"Bulgaria",2011,"Finance, insurance",1.9
"Bulgaria",2012,"Finance, insurance",1.8
"Bulgaria",2013,"Finance, insurance",1.8
"Bulgaria",2014,"Finance, insurance",1.8
"Bulgaria",2015,"Finance, insurance",1.9
"Bulgaria",2016,"Finance, insurance",1.9
"Croatia",2007,"Finance, insurance",2.2
"Croatia",2008,"Finance, insurance",2.1
"Croatia",2009,"Finance, insurance",2.2
"Croatia",2010,"Finance, insurance",2.3
"Croatia",2011,"Finance, insurance",2.4
"Croatia",2012,"Finance, insurance",2.5
"Croatia",2013,"Finance, insurance",2.6
"Croatia",2014,"Finance, insurance",2.3
"Croatia",2015,"Finance, insurance",2.4
"Cyprus",1995,"Finance, insurance",4.3
"Cyprus",1996,"Finance, insurance",4.5
"Cyprus",1997,"Finance, insurance",4.6
"Cyprus",1998,"Finance, insurance",4.6
"Cyprus",1999,"Finance, insurance",5.1
"Cyprus",2000,"Finance, insurance",5.3
"Cyprus",2001,"Finance, insurance",5.1
"Cyprus",2002,"Finance, insurance",4.8
"Cyprus",2003,"Finance, insurance",4.7
"Cyprus",2004,"Finance, insurance",4.6
"Cyprus",2005,"Finance, insurance",4.5
"Cyprus",2006,"Finance, insurance",4.6
"Cyprus",2007,"Finance, insurance",4.6
"Cyprus",2008,"Finance, insurance",4.5
"Cyprus",2009,"Finance, insurance",4.6
"Cyprus",2010,"Finance, insurance",4.7
"Cyprus",2011,"Finance, insurance",4.8
"Cyprus",2012,"Finance, insurance",5
"Cyprus",2013,"Finance, insurance",5.2
"Cyprus",2014,"Finance, insurance",5
"Cyprus",2015,"Finance, insurance",5.2
"Cyprus",2016,"Finance, insurance",5.2
"Czech Republic",1995,"Finance, insurance",1.4
"Czech Republic",1996,"Finance, insurance",1.6
"Czech Republic",1997,"Finance, insurance",1.7
"Czech Republic",1998,"Finance, insurance",1.7
"Czech Republic",1999,"Finance, insurance",1.8
"Czech Republic",2000,"Finance, insurance",1.8
"Czech Republic",2001,"Finance, insurance",1.9
"Czech Republic",2002,"Finance, insurance",1.7
"Czech Republic",2003,"Finance, insurance",1.7
"Czech Republic",2004,"Finance, insurance",1.7
"Czech Republic",2005,"Finance, insurance",1.7
"Czech Republic",2006,"Finance, insurance",1.7
"Czech Republic",2007,"Finance, insurance",1.7
"Czech Republic",2008,"Finance, insurance",1.7
"Czech Republic",2009,"Finance, insurance",1.8
"Czech Republic",2010,"Finance, insurance",1.7
"Czech Republic",2011,"Finance, insurance",1.8
"Czech Republic",2012,"Finance, insurance",1.9
"Czech Republic",2013,"Finance, insurance",1.9
"Czech Republic",2014,"Finance, insurance",1.9
"Czech Republic",2015,"Finance, insurance",1.7
"Czech Republic",2016,"Finance, insurance",1.7
"Denmark",1990,"Finance, insurance",3
"Denmark",1991,"Finance, insurance",3
"Denmark",1992,"Finance, insurance",2.9
"Denmark",1993,"Finance, insurance",2.8
"Denmark",1994,"Finance, insurance",2.7
"Denmark",1995,"Finance, insurance",2.7
"Denmark",1996,"Finance, insurance",2.7
"Denmark",1997,"Finance, insurance",2.7
"Denmark",1998,"Finance, insurance",2.7
"Denmark",1999,"Finance, insurance",2.7
"Denmark",2000,"Finance, insurance",2.6
"Denmark",2001,"Finance, insurance",2.7
"Denmark",2002,"Finance, insurance",2.7
"Denmark",2003,"Finance, insurance",2.8
"Denmark",2004,"Finance, insurance",2.7
"Denmark",2005,"Finance, insurance",2.7
"Denmark",2006,"Finance, insurance",2.8
"Denmark",2007,"Finance, insurance",2.9
"Denmark",2008,"Finance, insurance",2.9
"Denmark",2009,"Finance, insurance",3.2
"Denmark",2010,"Finance, insurance",3
"Denmark",2011,"Finance, insurance",3
"Denmark",2012,"Finance, insurance",2.9
"Denmark",2013,"Finance, insurance",2.8
"Denmark",2014,"Finance, insurance",2.8
"Denmark",2015,"Finance, insurance",2.8
"Denmark",2016,"Finance, insurance",2.7
"Estonia",1995,"Finance, insurance",1.1
"Estonia",1996,"Finance, insurance",1.1
"Estonia",1997,"Finance, insurance",1.2
"Estonia",1998,"Finance, insurance",1.4
"Estonia",1999,"Finance, insurance",1.5
"Estonia",2000,"Finance, insurance",1.4
"Estonia",2001,"Finance, insurance",1.3
"Estonia",2002,"Finance, insurance",1.4
"Estonia",2003,"Finance, insurance",1.3
"Estonia",2004,"Finance, insurance",1.3
"Estonia",2005,"Finance, insurance",1.1
"Estonia",2006,"Finance, insurance",1.2
"Estonia",2007,"Finance, insurance",1.5
"Estonia",2008,"Finance, insurance",1.6
"Estonia",2009,"Finance, insurance",2
"Estonia",2010,"Finance, insurance",1.7
"Estonia",2011,"Finance, insurance",1.7
"Estonia",2012,"Finance, insurance",1.8
"Estonia",2013,"Finance, insurance",1.7
"Estonia",2014,"Finance, insurance",1.4
"Estonia",2015,"Finance, insurance",1.5
"Estonia",2016,"Finance, insurance",1.7
"Finland",1990,"Finance, insurance",2.7
"Finland",1991,"Finance, insurance",2.6
"Finland",1992,"Finance, insurance",2.6
"Finland",1993,"Finance, insurance",2.6
"Finland",1994,"Finance, insurance",2.6
"Finland",1995,"Finance, insurance",2.4
"Finland",1996,"Finance, insurance",2.1
"Finland",1997,"Finance, insurance",2
"Finland",1998,"Finance, insurance",1.9
"Finland",1999,"Finance, insurance",1.8
"Finland",2000,"Finance, insurance",1.8
"Finland",2001,"Finance, insurance",1.8
"Finland",2002,"Finance, insurance",1.8
"Finland",2003,"Finance, insurance",1.8
"Finland",2004,"Finance, insurance",1.8
"Finland",2005,"Finance, insurance",1.8
"Finland",2006,"Finance, insurance",1.8
"Finland",2007,"Finance, insurance",1.8
"Finland",2008,"Finance, insurance",1.8
"Finland",2009,"Finance, insurance",1.9
"Finland",2010,"Finance, insurance",1.9
"Finland",2011,"Finance, insurance",1.9
"Finland",2012,"Finance, insurance",1.9
"Finland",2013,"Finance, insurance",1.8
"Finland",2014,"Finance, insurance",1.8
"Finland",2015,"Finance, insurance",1.8
"Finland",2016,"Finance, insurance",1.8
"France",1990,"Finance, insurance",3.1
"France",1991,"Finance, insurance",3
"France",1992,"Finance, insurance",3
"France",1993,"Finance, insurance",3
"France",1994,"Finance, insurance",3
"France",1995,"Finance, insurance",3
"France",1996,"Finance, insurance",2.9
"France",1997,"Finance, insurance",2.9
"France",1998,"Finance, insurance",2.8
"France",1999,"Finance, insurance",2.7
"France",2000,"Finance, insurance",2.7
"France",2001,"Finance, insurance",2.7
"France",2002,"Finance, insurance",2.8
"France",2003,"Finance, insurance",2.8
"France",2004,"Finance, insurance",2.8
"France",2005,"Finance, insurance",2.8
"France",2006,"Finance, insurance",2.8
"France",2007,"Finance, insurance",2.8
"France",2008,"Finance, insurance",2.8
"France",2009,"Finance, insurance",2.9
"France",2010,"Finance, insurance",2.8
"France",2011,"Finance, insurance",2.9
"France",2012,"Finance, insurance",2.9
"France",2013,"Finance, insurance",2.9
"France",2014,"Finance, insurance",2.9
"France",2015,"Finance, insurance",2.9
"France",2016,"Finance, insurance",2.8
"Germany",1991,"Finance, insurance",3.1
"Germany",1992,"Finance, insurance",3.3
"Germany",1993,"Finance, insurance",3.4
"Germany",1994,"Finance, insurance",3.4
"Germany",1995,"Finance, insurance",3.3
"Germany",1996,"Finance, insurance",3.3
"Germany",1997,"Finance, insurance",3.3
"Germany",1998,"Finance, insurance",3.3
"Germany",1999,"Finance, insurance",3.2
"Germany",2000,"Finance, insurance",3.2
"Germany",2001,"Finance, insurance",3.2
"Germany",2002,"Finance, insurance",3.3
"Germany",2003,"Finance, insurance",3.3
"Germany",2004,"Finance, insurance",3.2
"Germany",2005,"Finance, insurance",3.2
"Germany",2006,"Finance, insurance",3.2
"Germany",2007,"Finance, insurance",3.1
"Germany",2008,"Finance, insurance",3
"Germany",2009,"Finance, insurance",3
"Germany",2010,"Finance, insurance",3
"Germany",2011,"Finance, insurance",2.9
"Germany",2012,"Finance, insurance",2.9
"Germany",2013,"Finance, insurance",2.8
"Germany",2014,"Finance, insurance",2.8
"Germany",2015,"Finance, insurance",2.8
"Germany",2016,"Finance, insurance",2.7
"Greece",1995,"Finance, insurance",2.3
"Greece",1996,"Finance, insurance",2.1
"Greece",1997,"Finance, insurance",2.3
"Greece",1998,"Finance, insurance",2.3
"Greece",1999,"Finance, insurance",2.3
"Greece",2000,"Finance, insurance",2.5
"Greece",2001,"Finance, insurance",2.4
"Greece",2002,"Finance, insurance",2.2
"Greece",2003,"Finance, insurance",2.3
"Greece",2004,"Finance, insurance",2.4
"Greece",2005,"Finance, insurance",2.4
"Greece",2006,"Finance, insurance",2.4
"Greece",2007,"Finance, insurance",2.3
"Greece",2008,"Finance, insurance",2.3
"Greece",2009,"Finance, insurance",2.2
"Greece",2010,"Finance, insurance",2.2
"Greece",2011,"Finance, insurance",2.3
"Greece",2012,"Finance, insurance",2.3
"Greece",2013,"Finance, insurance",2.3
"Greece",2014,"Finance, insurance",2.1
"Greece",2015,"Finance, insurance",2
"Hungary",1995,"Finance, insurance",2.1
"Hungary",1996,"Finance, insurance",2.2
"Hungary",1997,"Finance, insurance",2.1
"Hungary",1998,"Finance, insurance",2.1
"Hungary",1999,"Finance, insurance",2
"Hungary",2000,"Finance, insurance",2
"Hungary",2001,"Finance, insurance",1.9
"Hungary",2002,"Finance, insurance",1.9
"Hungary",2003,"Finance, insurance",1.8
"Hungary",2004,"Finance, insurance",2
"Hungary",2005,"Finance, insurance",2
"Hungary",2006,"Finance, insurance",2.1
"Hungary",2007,"Finance, insurance",2.2
"Hungary",2008,"Finance, insurance",2.3
"Hungary",2009,"Finance, insurance",2.4
"Hungary",2010,"Finance, insurance",2.4
"Hungary",2011,"Finance, insurance",2.4
"Hungary",2012,"Finance, insurance",2.4
"Hungary",2013,"Finance, insurance",2.3
"Hungary",2014,"Finance, insurance",2.2
"Hungary",2015,"Finance, insurance",2.1
"Hungary",2016,"Finance, insurance",2
"Ireland",1998,"Finance, insurance",3.8
"Ireland",1999,"Finance, insurance",3.9
"Ireland",2000,"Finance, insurance",4.1
"Ireland",2001,"Finance, insurance",4.1
"Ireland",2002,"Finance, insurance",4
"Ireland",2003,"Finance, insurance",4.2
"Ireland",2004,"Finance, insurance",4.4
"Ireland",2005,"Finance, insurance",4.4
"Ireland",2006,"Finance, insurance",4.3
"Ireland",2007,"Finance, insurance",4.3
"Ireland",2008,"Finance, insurance",4.5
"Ireland",2009,"Finance, insurance",5.1
"Ireland",2010,"Finance, insurance",5
"Ireland",2011,"Finance, insurance",4.5
"Ireland",2012,"Finance, insurance",4.5
"Ireland",2013,"Finance, insurance",4.3
"Ireland",2014,"Finance, insurance",4.2
"Ireland",2015,"Finance, insurance",4.1
"Ireland",2016,"Finance, insurance",3.9
"Italy",1995,"Finance, insurance",3
"Italy",1996,"Finance, insurance",3
"Italy",1997,"Finance, insurance",2.9
"Italy",1998,"Finance, insurance",2.9
"Italy",1999,"Finance, insurance",2.9
"Italy",2000,"Finance, insurance",2.8
"Italy",2001,"Finance, insurance",2.8
"Italy",2002,"Finance, insurance",2.7
"Italy",2003,"Finance, insurance",2.7
"Italy",2004,"Finance, insurance",2.7
"Italy",2005,"Finance, insurance",2.7
"Italy",2006,"Finance, insurance",2.8
"Italy",2007,"Finance, insurance",2.8
"Italy",2008,"Finance, insurance",2.8
"Italy",2009,"Finance, insurance",2.8
"Italy",2010,"Finance, insurance",2.8
"Italy",2011,"Finance, insurance",2.8
"Italy",2012,"Finance, insurance",2.8
"Italy",2013,"Finance, insurance",2.8
"Italy",2014,"Finance, insurance",2.7
"Italy",2015,"Finance, insurance",2.8
"Italy",2016,"Finance, insurance",2.7
"Latvia",1995,"Finance, insurance",1.6
"Latvia",1996,"Finance, insurance",1.6
"Latvia",1997,"Finance, insurance",1.6
"Latvia",1998,"Finance, insurance",1.6
"Latvia",1999,"Finance, insurance",1.6
"Latvia",2000,"Finance, insurance",1.6
"Latvia",2001,"Finance, insurance",1.6
"Latvia",2002,"Finance, insurance",1.6
"Latvia",2003,"Finance, insurance",1.7
"Latvia",2004,"Finance, insurance",1.8
"Latvia",2005,"Finance, insurance",1.9
"Latvia",2006,"Finance, insurance",1.8
"Latvia",2007,"Finance, insurance",1.9
"Latvia",2008,"Finance, insurance",2.1
"Latvia",2009,"Finance, insurance",2.1
"Latvia",2010,"Finance, insurance",2
"Latvia",2011,"Finance, insurance",2
"Latvia",2012,"Finance, insurance",1.9
"Latvia",2013,"Finance, insurance",1.8
"Latvia",2014,"Finance, insurance",1.8
"Latvia",2015,"Finance, insurance",1.7
"Latvia",2016,"Finance, insurance",1.9
"Liechtenstein",2013,"Finance, insurance",8.9
"Liechtenstein",2014,"Finance, insurance",8.8
"Liechtenstein",2015,"Finance, insurance",9
"Lithuania",1995,"Finance, insurance",1.1
"Lithuania",1996,"Finance, insurance",0.9
"Lithuania",1997,"Finance, insurance",0.9
"Lithuania",1998,"Finance, insurance",1.1
"Lithuania",1999,"Finance, insurance",1.1
"Lithuania",2000,"Finance, insurance",1.1
"Lithuania",2001,"Finance, insurance",0.8
"Lithuania",2002,"Finance, insurance",1
"Lithuania",2003,"Finance, insurance",1.2
"Lithuania",2004,"Finance, insurance",1.1
"Lithuania",2005,"Finance, insurance",1.1
"Lithuania",2006,"Finance, insurance",1.1
"Lithuania",2007,"Finance, insurance",1.5
"Lithuania",2008,"Finance, insurance",1.3
"Lithuania",2009,"Finance, insurance",1.5
"Lithuania",2010,"Finance, insurance",1.6
"Lithuania",2011,"Finance, insurance",1.4
"Lithuania",2012,"Finance, insurance",1.4
"Lithuania",2013,"Finance, insurance",1.4
"Lithuania",2014,"Finance, insurance",1.4
"Lithuania",2015,"Finance, insurance",1.4
"Lithuania",2016,"Finance, insurance",1.4
"Luxembourg",1995,"Finance, insurance",10.4
"Luxembourg",1996,"Finance, insurance",10.4
"Luxembourg",1997,"Finance, insurance",10.5
"Luxembourg",1998,"Finance, insurance",10.6
"Luxembourg",1999,"Finance, insurance",11
"Luxembourg",2000,"Finance, insurance",11.5
"Luxembourg",2001,"Finance, insurance",11.9
"Luxembourg",2002,"Finance, insurance",11.7
"Luxembourg",2003,"Finance, insurance",11.4
"Luxembourg",2004,"Finance, insurance",11.2
"Luxembourg",2005,"Finance, insurance",11.1
"Luxembourg",2006,"Finance, insurance",11.3
"Luxembourg",2007,"Finance, insurance",11.6
"Luxembourg",2008,"Finance, insurance",11.8
"Luxembourg",2009,"Finance, insurance",11.7
"Luxembourg",2010,"Finance, insurance",11.4
"Luxembourg",2011,"Finance, insurance",11.2
"Luxembourg",2012,"Finance, insurance",11.1
"Luxembourg",2013,"Finance, insurance",11
"Luxembourg",2014,"Finance, insurance",10.9
"Luxembourg",2015,"Finance, insurance",10.6
"Malta",1995,"Finance, insurance",3.9
"Malta",1996,"Finance, insurance",3.9
"Malta",1997,"Finance, insurance",4.1
"Malta",1998,"Finance, insurance",4.2
"Malta",1999,"Finance, insurance",4.4
"Malta",2000,"Finance, insurance",4.3
"Malta",2001,"Finance, insurance",4.2
"Malta",2002,"Finance, insurance",4.1
"Malta",2003,"Finance, insurance",4.1
"Malta",2004,"Finance, insurance",4.2
"Malta",2005,"Finance, insurance",4.4
"Malta",2006,"Finance, insurance",4.6
"Malta",2007,"Finance, insurance",4.9
"Malta",2008,"Finance, insurance",5.1
"Malta",2009,"Finance, insurance",5.3
"Malta",2010,"Finance, insurance",5.6
"Malta",2011,"Finance, insurance",5.5
"Malta",2012,"Finance, insurance",5.6
"Malta",2013,"Finance, insurance",5.4
"Malta",2014,"Finance, insurance",5.2
"Malta",2015,"Finance, insurance",5.2
"Malta",2016,"Finance, insurance",5.1
"Netherlands",1995,"Finance, insurance",3.2
"Netherlands",1996,"Finance, insurance",3.2
"Netherlands",1997,"Finance, insurance",3.3
"Netherlands",1998,"Finance, insurance",3.4
"Netherlands",1999,"Finance, insurance",3.4
"Netherlands",2000,"Finance, insurance",3.5
"Netherlands",2001,"Finance, insurance",3.4
"Netherlands",2002,"Finance, insurance",3.4
"Netherlands",2003,"Finance, insurance",3.4
"Netherlands",2004,"Finance, insurance",3.3
"Netherlands",2005,"Finance, insurance",3.3
"Netherlands",2006,"Finance, insurance",3.3
"Netherlands",2007,"Finance, insurance",3.2
"Netherlands",2008,"Finance, insurance",3.1
"Netherlands",2009,"Finance, insurance",3.1
"Netherlands",2010,"Finance, insurance",3
"Netherlands",2011,"Finance, insurance",2.9
"Netherlands",2012,"Finance, insurance",2.9
"Netherlands",2013,"Finance, insurance",2.9
"Netherlands",2014,"Finance, insurance",2.8
"Netherlands",2015,"Finance, insurance",2.7
"Netherlands",2016,"Finance, insurance",2.6
"Poland",2000,"Finance, insurance",1.7
"Poland",2001,"Finance, insurance",1.8
"Poland",2002,"Finance, insurance",1.9
"Poland",2003,"Finance, insurance",1.9
